revision	user	date	chromosome	systematic_id	primary_name	feature_type	qualifier_type	added_or_removed	value
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	controlled_curation	removed	('term=modification, phosphorylated; db_xref=PMID:19547744; evidence=IDA; cv=pt_mod; date=20100606', 'term=orthologous to S. cerevisiae YML097C; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=warning, frameshift at base 1339; db_xref=PMID:16823372; date=20141220')
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	db_xref	added	('SPD:51/51D03',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	db_xref	removed	('SPD:51/51D03',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	fasta_file	removed	('fasta/chromosome2.contig.seq.03297.out',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	primary_name	added	('muk1',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	primary_name	removed	('vps902',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	product	added	('GEF Muk1',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	product	removed	('GEF Vps902',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	synonym	added	('vps902', 'vps9b')
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	synonym	removed	('vps9b',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	systematic_id	added	('SPBC29A10.11c',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	systematic_id	removed	('SPBC29A10.11c',)
8280	vw253	2022-06-12	II	SPBC409.19c	mtx1	CDS	product	added	('metaxin 1 (Sam37)',)
8280	vw253	2022-06-12	II	SPBC409.19c	mtx1	CDS	product	removed	('metaxin 1 (predicted)',)
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	controlled_curation	added	('term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=sequence feature, transmembrane helix; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=orthologous to S. cerevisiae YKR044W; date=20220611')
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	controlled_curation	removed	('term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=sequence feature, transmembrane helix; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110')
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	fasta_file	removed	('fasta/c126.tab.seq.00055.out',)
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	gene	removed	('SPCC126.08c',)
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	product	added	('lectin family glycoprotein receptor',)
8280	vw253	2022-06-12	III	SPCC126.08c		CDS	product	removed	('lectin family glycoprotein receptor (predicted)',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	colour	added	('7',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	colour	removed	('7',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	controlled_curation	added	('term=orthologous to S. cerevisiae YPL009C; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in bacteria; date=20081110', 'term=species distribution, conserved in archaea; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human NEMF ortholog; date=20100728', 'term=name description, microtubule regulator; db_xref=PMID:24928430; date=20220608')
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	controlled_curation	removed	('term=orthologous to S. cerevisiae YPL009C; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in bacteria; date=20081110', 'term=species distribution, conserved in archaea; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human NEMF ortholog; date=20100728', 'term=name description, microtubule regulator; db_xref=PMID:24928430; date=20220608')
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	db_xref	added	('SPD:47/47H01',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	db_xref	removed	('SPD:47/47H01',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	primary_name	added	('rqc2',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	primary_nme	removed	('rqc2',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	product	added	('ribosome quality control complex subunit Rqc2',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	product	removed	('ribosome quality control complex subunit Rqc2',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	synonym	added	('mtr1', 'SPCC1322.17c')
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	synonym	removed	('SPCC1322.17c',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	synonyme	removed	('mtr1',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	systematic_id	added	('SPCC132.01c',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	systematic_id	removed	('SPCC132.01c',)
8280	vw253	2022-06-12	III	SPCC1672.10	mis16	CDS	controlled_curation	added	('term=WD repeat protein; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human RBBP7 and RBBP4 ortholog; date=20090423', 'term=name description, Minichromosome InStability; cv=name_description; date=20091221', 'term=orthologous to S. cerevisiae YEL056W;  date=20220611')
8280	vw253	2022-06-12	III	SPCC1672.10	mis16	CDS	controlled_curation	removed	('term=WD repeat protein; date=19700101', 'term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human RBBP7 and RBBP4 ortholog; date=20090423', 'term=name description, Minichromosome InStability; cv=name_description; date=20091221')
8280	vw253	2022-06-12	III	SPCC1753.05	rsm1	CDS	controlled_curation	added	('term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=orthologous to S. cerevisiae YML107C;  date=20220611')
8280	vw253	2022-06-12	III	SPCC1753.05	rsm1	CDS	controlled_curation	removed	('term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8280	vw253	2022-06-12	III	SPCC1753.05	rsm1	CDS	fasta_file	removed	('fasta/c1753.tab.seq.00009.out',)
8280	vw253	2022-06-12	III	SPCC1753.05	rsm1	CDS	gene	removed	('rsm1', 'SPCC1753.05')
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	colour	added	('7',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	colour	removed	('7',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	controlled_curation	added	('term=WD repeat protein; date=19700101', 'term=orthologous to S. cerevisiae YNL253W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	controlled_curation	removed	('term=WD repeat protein; date=19700101', 'term=orthologous to S. cerevisiae YNL253W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	db_xref	added	('SPD:19/19G10',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	db_xref	removed	('SPD:19/19G10',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	fasta_file	added	('fasta/c18B5.tab.seq.00002.out',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	fasta_file	removed	('fasta/c18B5.tab.seq.00002.out',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	gene	added	('SPCC18B5.10c',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	gene	removed	('SPCC18B5.10c',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	primary_name	added	('tho3',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	primary_name	removed	('tex1',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	product	added	('\tTHO complex subunit Tho3',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	product	removed	('TREX complex subunit Tex1 (predicted)',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	synonym	added	('tex1',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	systematic_id	added	('SPCC18B5.10c',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	systematic_id	removed	('SPCC18B5.10c',)
8280	vw253	2022-06-12	III	SPCC24B10.16c	pac4	CDS	controlled_curation	added	('term=warning, gene structure updated; db_xref=PMID:21511999; date=20110311', 'term=species distribution, conserved in vertebrates; date=20130109', 'term=species distribution, conserved in eukaryotes; date=20130109', 'term=species distribution, conserved in metazoa; date=20130109', 'term=species distribution, conserved in eukaryotes only; date=20130109', 'term=species distribution, conserved in fungi; date=20130109', 'term=human PSMG4 ortholog; date=20130109', 'term=orthologous to S. cerevisiae YPL144W; date=20220611')
8280	vw253	2022-06-12	III	SPCC24B10.16c	pac4	CDS	controlled_curation	removed	('term=warning, gene structure updated; db_xref=PMID:21511999; date=20110311', 'term=species distribution, conserved in vertebrates; date=20130109', 'term=species distribution, conserved in eukaryotes; date=20130109', 'term=species distribution, conserved in metazoa; date=20130109', 'term=species distribution, conserved in eukaryotes only; date=20130109', 'term=species distribution, conserved in fungi; date=20130109', 'term=species distribution, no apparent S. cerevisiae ortholog; date=20130109', 'term=human PSMG4 ortholog; date=20130109')
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	colour	added	('10',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	colour	removed	('10',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	controlled_curation	added	('term=modification, phosphorylated; db_xref=PMID:19547744; evidence=IDA; cv=pt_mod; date=20100606', 'term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=sequence feature, transmembrane helices; cv=sequence_feature; date=19700101', 'term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8280	vw253	2022-06-12	III	SPCC622.11		CDS	controlled_curation	removed	('term=modification, phosphorylated; db_xref=PMID:19547744; evidence=IDA; cv=pt_mod; date=20100606', 'term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=sequence feature, transmembrane helices; cv=sequence_feature; date=19700101', 'term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	db_xref	added	('SPD:26/26D08',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	db_xref	removed	('SPD:26/26D08',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	fasta_file	added	('fasta/c622.tab.seq.00084.out',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	fasta_file	removed	('fasta/c622.tab.seq.00084.out',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	gene	added	('SPCC622.11',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	gene	removed	('SPCC622.11',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	primary_name	added	('lmb1',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	product	added	('Golgi localized LMBR1-like multi-pass membrane protein, human LMBRD2 ortholog',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	product	removed	('Golgi localized LMBR1-like multi-pass membrane protein, human LMBRD2 ortholog',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	systematic_id	added	('SPCC622.11',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	systematic_id	removed	('SPCC622.11',)
8280	vw253	2022-06-12	III	SPCC757.09c	rnc1	CDS	controlled_curation	added	('term=KH domain; date=19700101', 'term=orthologous to S. cerevisiae YBR233W and YBL032W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=modification, phosphorylated; db_xref=PMID:12931193; date=20100826', 'term=name description, RNA-binding protein that suppresses Calcineurin deletion; date=20130507')
8280	vw253	2022-06-12	III	SPCC757.09c	rnc1	CDS	controlled_curation	removed	('term=KH domain; date=19700101', 'term=orthologous to S. cerevisiae YBR233W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=modification, phosphorylated; db_xref=PMID:12931193; date=20100826', 'term=name description, RNA-binding protein that suppresses Calcineurin deletion; date=20130507')
8278	vw253	2022-06-11	II	SPBC16E9.19	pac3	CDS	controlled_curation	added	('term=warning, previously annotated as dubious; cv=warning; date=20100606', 'term=species distribution, conserved in fungi; date=20110314', 'term=species distribution, conserved in eukaryotes; date=20110314', 'term=warning, gene structure updated; db_xref=PMID:21511999; date=20110311', 'term=human PSMG3 ortholog; db_xref=PANTHER:PTHR31051; date=20161031', 'term=species distribution, conserved in metazoa; date=20161031', 'term=species distribution, conserved in vertebrates; date=20161031', 'term=orthologous to S. cerevisiae YLR021W; date=20220611')
8278	vw253	2022-06-11	II	SPBC16E9.19	pac3	CDS	controlled_curation	removed	('term=warning, previously annotated as dubious; cv=warning; date=20100606', 'term=species distribution, conserved in fungi; date=20110314', 'term=species distribution, conserved in eukaryotes; date=20110314', 'term=species distribution, no apparent S. cerevisiae ortholog; date=20110314', 'term=warning, gene structure updated; db_xref=PMID:21511999; date=20110311', 'term=human PSMG3 ortholog; db_xref=PANTHER:PTHR31051; date=20161031', 'term=species distribution, conserved in metazoa; date=20161031', 'term=species distribution, conserved in vertebrates; date=20161031')
8278	vw253	2022-06-11	II	SPBC16E9.19	pac3	CDS	product	added	('proteasome assembly chaperone Pac3',)
8278	vw253	2022-06-11	II	SPBC16E9.19	pac3	CDS	product	removed	('proteasome assembly chaperone Pac3 (predicted)',)
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	controlled_curation	added	('term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human EMC7 ortholog; date=20120508', 'term=orthlogous to S. cerevisiae YJL192C; date=20220611')
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	controlled_curation	removed	('term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human EMC7 ortholog; date=20120508')
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	obsolete_name	added	('emc7',)
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	obsolete_name	removed	('ecm7',)
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	product	added	('ER membrane protein complex subunit Emc7',)
8278	vw253	2022-06-11	II	SPBC83.10	emc7	CDS	product	removed	('ER membrane protein complex subunit Emc7 (predicted)',)
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	controlled_curation	added	('term=zinc finger protein; qualifier=predicted; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=warning, gene structure updated; cv=warning; date=20090729', 'term=human GTF3C4 ortholog; date=20101021', 'term=orthologous to S. cerevisiae YPL007C; date=20220611')
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	controlled_curation	removed	('term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=zinc finger protein; qualifier=predicted; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=warning, gene structure updated; cv=warning; date=20090729', 'term=human GTF3C4 ortholog; date=20101021')
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	fasta_file	removed	('fasta/chromosome2.contig.seq.02811.out',)
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	gene	removed	('sfc9', 'SPBC8D2.07c')
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	product	added	('transcription factor TFIIIC complex subunit Sfc9',)
8278	vw253	2022-06-11	II	SPBC8D2.07c	sfc9	CDS	product	removed	('transcription factor TFIIIC complex subunit Sfc9 (predicted)',)
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	controlled_curation	added	('term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=sequence feature, transmembrane helix; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110')
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	controlled_curation	removed	('term=sequence feature, N-terminal signal sequence; qualifier=predicted; cv=sequence_feature; date=19700101', 'term=sequence feature, transmembrane helix; cv=sequence_feature; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=orthologous to S. cerevisiae YKR044W; date=20220611')
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	fasta_file	added	('fasta/c126.tab.seq.00055.out',)
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	gene	added	('SPCC126.08c',)
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	product	added	('lectin family glycoprotein receptor (predicted)',)
8278	vw253	2022-06-11	III	SPCC126.08c		CDS	product	removed	('lectin family glycoprotein receptor',)
8278	vw253	2022-06-11	III	SPCC1672.10	mis16	CDS	controlled_curation	added	('term=WD repeat protein; date=19700101', 'term=species distribution, no apparent S. cerevisiae ortholog; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human RBBP7 and RBBP4 ortholog; date=20090423', 'term=name description, Minichromosome InStability; cv=name_description; date=20091221')
8278	vw253	2022-06-11	III	SPCC1672.10	mis16	CDS	controlled_curation	removed	('term=WD repeat protein; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110', 'term=human RBBP7 and RBBP4 ortholog; date=20090423', 'term=name description, Minichromosome InStability; cv=name_description; date=20091221', 'term=orthologous to S. cerevisiae YEL056W;  date=20220611')
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	colour	added	('7',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	colour	removed	('7',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	controlled_curation	added	('term=WD repeat protein; date=19700101', 'term=orthologous to S. cerevisiae YNL253W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	controlled_curation	removed	('term=WD repeat protein; date=19700101', 'term=orthologous to S. cerevisiae YNL253W; date=19700101', 'term=species distribution, conserved in eukaryotes; date=20081110', 'term=species distribution, conserved in metazoa; date=20081110', 'term=species distribution, conserved in vertebrates; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes only; date=20081110', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	db_xref	added	('SPD:19/19G10',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	db_xref	removed	('SPD:19/19G10',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	fasta_file	added	('fasta/c18B5.tab.seq.00002.out',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	fasta_file	removed	('fasta/c18B5.tab.seq.00002.out',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	gene	added	('SPCC18B5.10c',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	gene	removed	('SPCC18B5.10c',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	primary_name	added	('tex1',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	primary_name	removed	('tho3',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	product	added	('TREX complex subunit Tex1 (predicted)',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	product	removed	('\tTHO complex 3 Tho3',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	synonym	removed	('tex1',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	systematic_id	added	('SPCC18B5.10c',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	systematic_id	removed	('SPCC18B5.10c',)
8277	vw253	2022-06-11	I	SPAC1399.05c	toe1	CDS	controlled_curation	added	('term=zinc finger protein; date=19700101', 'term=zf-fungal Zn(2)-Cys(6) binuclear cluster domain; date=19700101', 'term=species distribution, conserved in fungi only; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes; date=20090202', 'term=name description, Transcription factor Overexpression Elongated; date=20130701', 'term=orthlogous to S. cervisiae YDR520C; date=20220611')
8277	vw253	2022-06-11	I	SPAC1399.05c	toe1	CDS	controlled_curation	removed	('term=zinc finger protein; date=19700101', 'term=zf-fungal Zn(2)-Cys(6) binuclear cluster domain; date=19700101', 'term=species distribution, orthologs cannot be distinguished; date=19700101', 'term=species distribution, conserved in fungi only; date=20081110', 'term=species distribution, conserved in fungi; date=20081110', 'term=species distribution, conserved in eukaryotes; date=20090202', 'term=name description, Transcription factor Overexpression Elongated; date=20130701')
8277	vw253	2022-06-11	II	SPBC19C2.04c	ubp11	CDS	controlled_curation	added	('term=orthologous to S. cerevisiae YPL072W;  date=20220611', 'term=species distribution, conserved in fungi; date=20220611', 'term=species distribution, conserved in eukaryotes; date=20220611', 'term=species distribution, conserved in eukaryotes only; date=20220611', 'term=species distribution, predominantly single copy (one to one); date=20081110')
8277	vw253	2022-06-11	II	SPBC19C2.04c	ubp11	CDS	controlled_curation	removed	('term=species distribution, orthologs cannot be distinguished; date=19700101',)
8277	vw253	2022-06-11	II	SPBC19C2.04c	ubp11	CDS	gene	removed	('SPBC19C2.04c', 'ubp11')
8277	vw253	2022-06-11	II	SPBC19C2.04c	ubp11	CDS	product	added	('mitochondrial outer membrane anchored ubiquitin C-terminal hydrolase Ubp11',)
8277	vw253	2022-06-11	II	SPBC19C2.04c	ubp11	CDS	product	removed	('ubiquitin C-terminal hydrolase Ubp11',)
