revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
1383	vw253	2013-11-26	II	SPBC3D6.04c	mad1	CDS	added	complement(join(1274979..1276897,1276948..1277059))		pers. comm. Silke Hauf	N-terminal shortened to use downstream methionine; removed 13 amino acids
1383	vw253	2013-11-26	II	SPBC3D6.04c	mad1	CDS	removed	complement(join(1274979..1276897,1276948..1277098))		pers. comm. Silke Hauf	N-terminal shortened to use downstream methionine; removed 13 amino acids
1381	vw253	2013-11-22	II	SPBC25B2.07c	mmb1	CDS	added	complement(2609038..2610543)		PMID:21856157	N-terminal shortened to use downstream methionine
1381	vw253	2013-11-22	II	SPBC25B2.07c	mmb1	CDS	removed	complement(2609038..2610591)		PMID:21856157	N-terminal shortened to use downstream methionine
1357	mah79	2013-11-01	I	SPAC9G1.15c	mzt1	CDS	added	complement(1985350..1985545)		PMID:23885124, PMID:24006493	N-terminal shortened to use downstream methionine
1357	mah79	2013-11-01	I	SPAC9G1.15c	mzt1	CDS	removed	complement(1985350..1985643)		PMID:23885124, PMID:24006493	N-terminal shortened to use downstream methionine
1155	vw253	2013-08-13	I	SPNCRNA.84		ncRNA	added	complement(3753160..3753692)			
1155	vw253	2013-08-13	I	SPNCRNA.84		misc_RNA	removed	complement(3753160..3753489)			
1155	vw253	2013-08-13	I	SPNCRNA.95		ncRNA	added	3789400..3789948	EMBL:AU010014,EMBL:FY093953		
1155	vw253	2013-08-13	I	SPNCRNA.95		ncRNA	removed	3789400..3789821	EMBL:SPC0079		
1149	vw253	2013-08-09	I	SPNCRNA.95		ncRNA	added	3789400..3789821			
1149	vw253	2013-08-09	I	SPNCRNA.95		misc_RNA	removed	3789585..3789948			
1106	vw253	2013-07-19	I	SPAC4A8.08c	vrs2	CDS	added	complement(join(2558600..2558893,2558942..2559214,2559254..2561080,2561121..2561210,2561255..2561371,2561410..2561562,2561616..2561714))			
1106	vw253	2013-07-19	I	SPAC4A8.08c	vrs2	CDS	removed	complement(join(2558600..2558893,2558942..2559214,2559254..2561080,2561121..2561210,2561255..2561371,2561410..2561562,2561616..2561710))	KEGG:MAP00290,KEGG:MAP00970		
858	vw253	2013-02-07	II	SPNCRNA.1572		misc_RNA	added	3008602..3011490			
858	vw253	2013-02-07	II	SPNCRNA.1572		misc_RNA	removed	3008602..3011536			
771	vw253	2012-12-07	I	SPAC2F3.13c		CDS	added	complement(join(3949057..3949921,3949997..3950178))			removed N terminal region overlapping with plp1
771	vw253	2012-12-07	I	SPAC2F3.13c		CDS	removed	complement(join(3947930..3948241,3948283..3948358,3948407..3948493,3948538..3948690,3948735..3949046,3949094..3949921,3949997..3950178))			removed N terminal region overlapping with plp1
695	antonia	2012-11-01	I	SPAC4A8.08c	vrs2	CDS	added	complement(join(2558600..2558893,2558942..2559214,2559254..2561080,2561121..2561210,2561255..2561371,2561410..2561562,2561616..2561710))			
695	antonia	2012-11-01	I	SPAC4A8.08c	vrs2	CDS	removed	complement(join(2558600..2558893,2558942..2559214,2559254..2561080,2561121..2561210,2561255..2561371,2561410..2561562,2561616..2561714))			
544	vw253	2012-08-06	II	SPNCRNA.304		misc_RNA	added	complement(360439..363023)	PMID:21511999		
544	vw253	2012-08-06	II	SPNCRNA.304		misc_RNA	removed	complement(360425..362854)			
544	vw253	2012-08-06	II	SPNCRNA.322		misc_RNA	added	674049..676227	PMID:21511999		
544	vw253	2012-08-06	II	SPNCRNA.322		misc_RNA	removed	674078..676143			
544	vw253	2012-08-06	II	SPNCRNA.438		misc_RNA	added	complement(4194849..4196046)	PMID:21511999		
544	vw253	2012-08-06	II	SPNCRNA.438		misc_RNA	removed	complement(4194849..4196008)			
488	vw253	2012-06-27	II	SPBC1E8.04	Tf2-10	CDS	added	join(1965390..1967475,1967478..1969387)			
488	vw253	2012-06-27	II	SPBC1E8.04	Tf2-10-pseudo	CDS	removed	1965390..1969387			
488	vw253	2012-06-27	III	SPCC1494.11c	Tf2-13	CDS	added	complement(join(2320320..2322056,2322059..2324320))			
488	vw253	2012-06-27	III	SPCC1494.11c	Tf2-13-pseudo	CDS	removed	complement(2320320..2324320)			
258	vw253	2012-02-02	II	SPBTRNASER.06		tRNA	added	join(3350594..3350634,3350644..3350688)			
258	vw253	2012-02-02	II	SPBTRNASER.06		tRNA	removed	3350594..3350688			
233	vw253	2012-01-17	II	SPBC1861.08c	lea1	CDS	added	complement(join(4145289..4145921,4145983..4146063))			
233	vw253	2012-01-17	II	SPBC1861.08c	lea1	CDS	removed	complement(join(4145289..4145929,4145967..4145984))			
185	vw253	2011-12-14	II	SPBC1861.08c	lea1	CDS	added	complement(join(4145289..4145929,4145967..4145984))			
185	vw253	2011-12-14	II	SPBC1861.08c	lea1	CDS	removed	complement(join(4145289..4145929,4145985..4146063))			
185	vw253	2011-12-14	II	SPBC29A3.06		CDS	added	join(2048228..2049892,2049894..2049896)			N terminal extended
185	vw253	2011-12-14	II	SPBC29A3.06		CDS	removed	join(2048336..2049892,2049894..2049896)			N terminal extended
185	vw253	2011-12-14	II	SPBC30D10.16	pha2	CDS	added	complement(join(3064223..3065032,3065178..3065231))			
185	vw253	2011-12-14	II	SPBC30D10.16	pha2	CDS	removed	complement(join(3064223..3064932,3064978..3065032,3065178..3065231))			
185	vw253	2011-12-14	II	SPBPB10D8.03		CDS	added	87727..89029			
185	vw253	2011-12-14	II	SPBPB10D8.03		CDS	removed	join(87727..88101,88103..89029)			
185	vw253	2011-12-14	III	SPCC1281.07c		CDS	added	complement(1397625..1398638)			N terminal extended by 24 amino acids
185	vw253	2011-12-14	III	SPCC1281.07c		CDS	removed	complement(1397625..1398566)			N terminal extended by 24 amino acids
185	vw253	2011-12-14	III	SPCC4B3.05c	hem12	CDS	added	join(1166559..1166604,1166662..1166696,1166743..1166767,1166815..1167323,1167373..1167837)			N terminal extended by 4 amino acids based on homology
185	vw253	2011-12-14	III	SPCC4B3.05c	hem12	CDS	removed	join(1166571..1166604,1166662..1166696,1166743..1166767,1166815..1167323,1167373..1167837)			N terminal extended by 4 amino acids based on homology
185	vw253	2011-12-14	III	SPCC622.17	apn1	CDS	added	join(1435178..1435335,1435596..1435850,1435923..1436649)			
185	vw253	2011-12-14	III	SPCC622.17	apn1	CDS	removed	join(1435250..1435335,1435596..1435850,1435923..1436649)			
95	vw253	2011-10-11	mitochondrial	SPMIT.03		CDS	added	<6966..7718			
95	vw253	2011-10-11	mitochondrial	SPMIT.03		CDS	removed	<6845..7817			
34	vw253	2011-08-29	III	SPNCRNA.511		misc_RNA	added	2011026..2012559	PMID:21511999		
34	vw253	2011-08-29	III	SPNCRNA.511		misc_RNA	removed	2011061..2012433			
34	vw253	2011-08-29	III	SPNCRNA.519		misc_RNA	added	2362179..2362725	PMID:21511999		
34	vw253	2011-08-29	III	SPNCRNA.519		misc_RNA	removed	2362248..2362743			
34	vw253	2011-08-29	III	SPNCRNA.67	prl67	misc_RNA	added	1431135..1433068	PMID:21511999		
34	vw253	2011-08-29	III	SPNCRNA.67	prl67	misc_RNA	removed	1432003..1432625			
25	vw253	2011-08-27	I	SPAC23A1.20	new11	CDS	added	complement(join(4100755..4101269,4101272..4101275))			
25	vw253	2011-08-27	I	SPAC23A1.20	new11	CDS	removed	complement(4100755..4101318)			
5	kmr44	2011-08-23	II	SPNCRNA.388		misc_RNA	added	2115592..2117167	PMID:21511999		
5	kmr44	2011-08-23	II	SPNCRNA.388		misc_RNA	removed	2115667..2117167			
svn_2	kmr44	2011-08-22	I	SPAC24H6.06	sld3	CDS	added	complement(join(476549..478606,478655..478696))			
svn_2	kmr44	2011-08-22	I	SPAC24H6.06	sld3	CDS	removed	complement(join(476549..477542,477636..478606,478655..478696))			
svn_2	kmr44	2011-08-22	I	SPAC4G9.22		CDS	added	2292013..2292297			
svn_2	kmr44	2011-08-22	I	SPAC4G9.22		CDS	removed	2291983..2292297			
svn_2	kmr44	2011-08-22	II	SPBC11B10.10c	pht1	CDS	added	complement(1502642..1503061)			
svn_2	kmr44	2011-08-22	II	SPBC11B10.10c	pht1	CDS	removed	complement(1502642..1503157)			
svn_2	kmr44	2011-08-22	II	SPBC1711.10c	npl4	CDS	added	complement(join(2152459..2152575,2152627..2154144,2154207..2154287,2154333..2154335))			
svn_2	kmr44	2011-08-22	II	SPBC1711.10c	npl4	CDS	removed	complement(join(2152462..2152575,2152627..2154144,2154207..2154287,2154333..2154335))			
svn_2	kmr44	2011-08-22	II	SPBTRNAARG.05		tRNA	added	complement(join(1160893..1160928,1160959..1160994))			
svn_2	kmr44	2011-08-22	II	SPBTRNAARG.05		tRNA	removed	complement(1160893..1160994)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.05		tRNA	added	complement(join(1402444..1402487,1402504..1402541))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.05		tRNA	removed	complement(1402444..1402541)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.06		tRNA	added	complement(join(1598745..1598788,1598808..1598845))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.06		tRNA	removed	complement(1598745..1598845)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.07		tRNA	added	complement(join(1644083..1644126,1644146..1644183))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.07		tRNA	removed	complement(1644083..1644183)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.07		tRNA	added	join(1599706..1599744,1599752..1599788)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.07		tRNA	removed	1599706..1599788			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.08		tRNA	added	join(1645044..1645082,1645091..1645126)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.08		tRNA	removed	1645044..1645126			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.09		tRNA	added	join(3814134..3814172,3814181..3814216)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.09		tRNA	removed	3814134..3814216			
svn_2	kmr44	2011-08-22	II	SPBTRNAMET.05		tRNA	added	complement(join(1598075..1598110,1598118..1598155))			
svn_2	kmr44	2011-08-22	II	SPBTRNAMET.05		tRNA	removed	complement(1598075..1598155)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.02		tRNA	added	join(1598511..1598548,1598559..1598594)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.02		tRNA	removed	1598511..1598594			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.03		tRNA	added	join(1643849..1643886,1643897..1643932)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.03		tRNA	removed	1643849..1643932			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.04		tRNA	added	join(3814558..3814595,3814606..3814641)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.04		tRNA	removed	3814558..3814641			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.05		tRNA	added	complement(join(1600967..1601002,1601012..1601049))			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.05		tRNA	removed	complement(1600967..1601049)			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.07		tRNA	added	join(1629159..1629196,1629206..1629241)			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.07		tRNA	removed	1629159..1629241			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.08		tRNA	added	complement(join(1646305..1646340,1646350..1646387))			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.08		tRNA	removed	complement(1646305..1646387)			
svn_2	kmr44	2011-08-22	II	SPNCRNA.111		misc_RNA	added	complement(3978331..3982106)	PMID:21511999		
svn_2	kmr44	2011-08-22	II	SPNCRNA.111		misc_RNA	removed	complement(3978616..3980728)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.12		tRNA	added	complement(join(1096085..1096128,1096148..1096185))			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.12		tRNA	removed	complement(1096085..1096185)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.13		tRNA	added	join(1102809..1102846,1102866..1102909)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.13		tRNA	removed	1102809..1102909			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.11		tRNA	added	complement(join(1139536..1139571,1139580..1139618))			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.11		tRNA	removed	complement(1139536..1139618)			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.12		tRNA	added	join(1475034..1475072,1475081..1475116)			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.12		tRNA	removed	1475034..1475116			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.10		tRNA	added	join(1253193..1253231,1253243..1253287)			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.10		tRNA	removed	1253193..1253287			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.13		tRNA	added	join(2072080..2072118,2072130..2072174)			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.13		tRNA	removed	2072080..2072174			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.09		tRNA	added	join(1092934..1092971,1092981..1093016)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.09		tRNA	removed	1092934..1093016			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.10		tRNA	added	complement(join(1105978..1106013,1106023..1106060))			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.10		tRNA	removed	complement(1105978..1106060)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.12		tRNA	added	complement(join(1065778..1065813,1065823..1065860))			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.12		tRNA	removed	complement(1065778..1065860)			
20110418	-	2011-04-18	III	SPCC622.17	apn1	CDS	added	join(1435250..1435335,1435596..1435850,1435923..1436649)			
20110418	-	2011-04-18	III	SPCC622.17	apn1	CDS	removed	join(1435178..1435181,1435272..1435335,1435596..1435850,1435923..1436649)			
20110324	-	2011-03-24	I	SPAC1002.12c		CDS	added	complement(1818695..1820338)			
20110324	-	2011-03-24	I	SPAC1002.12c		CDS	removed	complement(1818695..1820191)			
20110324	-	2011-03-24	I	SPAC1002.17c	urg2	CDS	added	complement(1831012..1831626)			
20110324	-	2011-03-24	I	SPAC1002.17c	urg2	CDS	removed	complement(1831012..1831581)			
20110324	-	2011-03-24	I	SPAC105.01c	kha1	CDS	added	complement(join(1740616..1743124,1743299..1743378,1743421..1743501))			
20110324	-	2011-03-24	I	SPAC105.01c	kha1	CDS	removed	complement(join(1740616..1743124,1743299..1743378,1743421..1743503,1743536..1743560))			
20110324	-	2011-03-24	I	SPAC1093.03		CDS	added	join(4613627..4613686,4613723..4614081,4614152..4614378,4614438..4614954,4614996..4616331)			
20110324	-	2011-03-24	I	SPAC1093.03		CDS	removed	join(4613627..4613686,4613723..4614081,4614164..4614378,4614438..4614954,4614996..4616331)			
20110324	-	2011-03-24	I	SPAC10F6.10		CDS	added	join(1225599..1225725,1225811..1225936,1226039..1227279)			
20110324	-	2011-03-24	I	SPAC10F6.10		CDS	removed	join(1225599..1225725,1225811..1225936,1225967..1227279)			
20110324	-	2011-03-24	I	SPAC10F6.11c	atg17	CDS	added	complement(1227416..1228651)			
20110324	-	2011-03-24	I	SPAC10F6.11c	atg17	CDS	removed	complement(1227416..1228861)			
20110324	-	2011-03-24	I	SPAC11E3.03	pcs1	CDS	added	join(5286130..5286181,5286221..5286562,5286609..5286821,5286877..5287055)			
20110324	-	2011-03-24	I	SPAC11E3.03	pcs1	CDS	removed	join(5286289..5286562,5286606..5286821,5286877..5287055)			
20110324	-	2011-03-24	I	SPAC1296.06	tah18	CDS	added	join(719447..719581,719663..719740,719791..719888,719926..720024,720066..721410)			
20110324	-	2011-03-24	I	SPAC1296.06	tah18	CDS	removed	join(719447..719581,719663..719740,719906..720024,720066..721410)			
20110324	-	2011-03-24	I	SPAC12G12.15	sif3	CDS	added	complement(join(317431..317469,317514..318172,318221..318941))			
20110324	-	2011-03-24	I	SPAC12G12.15	sif3	CDS	removed	complement(join(317310..317462,317514..318172,318221..318941))			
20110324	-	2011-03-24	I	SPAC13F5.04c		CDS	added	complement(join(2177582..2178355,2178693..2178887,2179020..2179117,2179380..2179482))			
20110324	-	2011-03-24	I	SPAC13F5.04c		CDS	removed	complement(join(2177582..2178355,2178446..2178505))			
20110324	-	2011-03-24	I	SPAC13G6.05c	trs33	CDS	added	complement(join(181077..181436,181485..181574,181632..181749,182001..182194))			
20110324	-	2011-03-24	I	SPAC13G6.05c	trs33	CDS	removed	complement(join(181077..181436,181485..181574,181632..181749,182001..182170))			
20110324	-	2011-03-24	I	SPAC13G6.06c	gcv2	CDS	added	complement(182976..186071)			
20110324	-	2011-03-24	I	SPAC13G6.06c	gcv2	CDS	removed	complement(182976..186029)			
20110324	-	2011-03-24	I	SPAC13G7.07	arb2	CDS	added	join(2309026..2309212,2309259..2309569,2309610..2309667,2309714..2309946,2309998..2310088,2310130..2310215)			
20110324	-	2011-03-24	I	SPAC13G7.07	arb2	CDS	removed	join(2309026..2309212,2309259..2309569,2309610..2309667,2309714..2309958)			
20110324	-	2011-03-24	I	SPAC140.01	sdh2	CDS	added	1895464..1896291			
20110324	-	2011-03-24	I	SPAC140.01	sdh2	CDS	removed	1895533..1896291			
20110324	-	2011-03-24	I	SPAC144.06	apl5	CDS	added	join(4664387..4664545,4664586..4664747,4664799..4666668,4666714..4666976,4667016..4667039)			
20110324	-	2011-03-24	I	SPAC144.06	apl5	CDS	removed	join(4664387..4664545,4664586..4664747,4664799..4666982)			
20110324	-	2011-03-24	I	SPAC14C4.02c	smc5	CDS	added	complement(join(5226406..5229417,5229467..5229632,5229701..5229753))			
20110324	-	2011-03-24	I	SPAC14C4.02c	smc5	CDS	removed	complement(join(5226406..5229417,5229467..5229652))			
20110324	-	2011-03-24	I	SPAC14C4.08	mug5	CDS	added	5243053..5243610			
20110324	-	2011-03-24	I	SPAC14C4.08	mug5	CDS	removed	5243071..5243610			
20110324	-	2011-03-24	I	SPAC15A10.06		CDS	added	join(3688782..3688806,3689322..3689638,3689722..3690441,3690484..3691125)			
20110324	-	2011-03-24	I	SPAC15A10.06		CDS	removed	join(3689230..3689260,3689322..3689638,3689722..3690441,3690484..3691125)			
20110324	-	2011-03-24	I	SPAC15A10.07		CDS	added	3691391..3691879			
20110324	-	2011-03-24	I	SPAC15A10.07		CDS	removed	3691307..3691879			
20110324	-	2011-03-24	I	SPAC1639.01c		CDS	added	complement(join(251726..252337,252392..252752,253590..253714))			
20110324	-	2011-03-24	I	SPAC1639.01c		CDS	removed	complement(join(251726..251745,251863..252337,252392..252752,253590..253630))			
20110324	-	2011-03-24	I	SPAC1639.02c	trk2	CDS	added	complement(join(256030..256134,256345..256370,256427..256445,256542..256612,256684..256750,256797..257009,257055..257070,257116..257135,257179..257181,257229..258184,258220..259120,259161..259315,259356..259461))			
20110324	-	2011-03-24	I	SPAC1639.02c	trk2	CDS	removed	complement(join(256030..256134,256345..256370,256427..256445,256542..256612,256684..256750,256797..257009,257055..257070,257116..257135,257179..257181,257229..258184,258220..259120,259161..259406))			
20110324	-	2011-03-24	I	SPAC167.04	pam17	CDS	added	complement(join(1554001..1554072,1554135..1554166,1554214..1554292,1554381..1554827))			
20110324	-	2011-03-24	I	SPAC167.04	pam17	CDS	removed	complement(join(1554001..1554072,1554135..1554166,1554214..1554292,1554381..1554791))			
20110324	-	2011-03-24	I	SPAC167.09		CDS	added	join(1558670..1558957,1559007..1559127,1559174..1559301)			
20110324	-	2011-03-24	I	SPAC167.09		CDS	removed	join(1558670..1558957,1559007..1559147)			
20110324	-	2011-03-24	I	SPAC1687.17c		CDS	added	complement(join(935249..935668,935747..935812,935860..935899,935943..935989))			
20110324	-	2011-03-24	I	SPAC1687.17c		CDS	removed	complement(join(935249..935668,935860..935899,935943..935989))			
20110324	-	2011-03-24	I	SPAC16A10.03c		CDS	added	complement(join(3081568..3083850,3083902..3084081,3084125..3084190,3084230..3084244))			
20110324	-	2011-03-24	I	SPAC16A10.03c		CDS	removed	complement(join(3081568..3083850,3083902..3084081,3084125..3084244))			
20110324	-	2011-03-24	I	SPAC16A10.05c	dad1	CDS	added	complement(3089053..3089325)			
20110324	-	2011-03-24	I	SPAC16A10.05c	dad1	CDS	removed	complement(3089053..3089310)			
20110324	-	2011-03-24	I	SPAC16A10.06c	nse2	CDS	added	complement(join(3089583..3090047,3090163..3090285,3090533..3090697))			
20110324	-	2011-03-24	I	SPAC16A10.06c	nse2	CDS	removed	complement(join(3089583..3090047,3090112..3090285,3090533..3090697))			
20110324	-	2011-03-24	I	SPAC16E8.07c	vph1	CDS	added	complement(join(3510419..3512794,3512848..3512948,3513001..3513019))			
20110324	-	2011-03-24	I	SPAC16E8.07c	vph1	CDS	removed	complement(join(3510419..3512794,3512848..3512889))			
20110324	-	2011-03-24	I	SPAC16E8.11c	tfb1	CDS	added	complement(join(3520542..3520619,3520663..3521206,3521264..3521447,3521493..3522155,3522201..3522287,3522325..3522370))			
20110324	-	2011-03-24	I	SPAC16E8.11c	tfb1	CDS	removed	complement(join(3520542..3520619,3520663..3521206,3521264..3521447,3521493..3522120))			
20110324	-	2011-03-24	I	SPAC1751.04		CDS	added	join(384320..384349,384480..384590,384986..385060,385125..385220)			
20110324	-	2011-03-24	I	SPAC1751.04		CDS	removed	join(384627..384750,384812..384888,384986..385060,385125..385220)			
20110324	-	2011-03-24	I	SPAC1783.02c	vps66	CDS	added	complement(join(2189507..2189845,2189907..2190180,2190245..2190509,2190697..2190721))			
20110324	-	2011-03-24	I	SPAC1783.02c	vps66	CDS	removed	complement(join(2189507..2189845,2189907..2190180,2190245..2190509,2190566..2190674))			
20110324	-	2011-03-24	I	SPAC17A2.08c		CDS	added	complement(join(3568267..3569092,3569141..3569226,3569292..3569368,3569443..3569539))			
20110324	-	2011-03-24	I	SPAC17A2.08c		CDS	removed	complement(3568267..3569079)			
20110324	-	2011-03-24	I	SPAC17A5.07c	ulp2	CDS	added	complement(join(1764336..1764792,1764877..1765113,1765168..1765272,1765342..1766188,1766337..1766530,1766589..1766644,1766691..1766711))			
20110324	-	2011-03-24	I	SPAC17A5.07c	ulp2	CDS	removed	complement(join(1764336..1764792,1764877..1765113,1765168..1765272,1765342..1766188,1766337..1766644,1766691..1766695))			
20110324	-	2011-03-24	I	SPAC17D4.04		CDS	added	join(4729751..4729783,4729834..4729880,4729920..4730042,4730088..4731893,4731938..4731995)			
20110324	-	2011-03-24	I	SPAC17D4.04		CDS	removed	join(4729888..4730042,4730088..4731897)			
20110324	-	2011-03-24	I	SPAC17G6.15c		CDS	added	complement(join(3619344..3619703,3619808..3620143,3620184..3620257,3620371..3620480,3620529..3620554,3620595..3620657))			
20110324	-	2011-03-24	I	SPAC17G6.15c		CDS	removed	complement(join(3619344..3619703,3619808..3620143,3620184..3620257,3620371..3620480,3620529..3620626))			
20110324	-	2011-03-24	I	SPAC17G6.16c	ysh1	CDS	added	complement(join(3621007..3621470,3621514..3622060,3622105..3623005,3623047..3623175,3623309..3623406,3623456..3623542,3623597..3623644))			
20110324	-	2011-03-24	I	SPAC17G6.16c	ysh1	CDS	removed	complement(join(3621007..3621470,3621514..3622060,3622105..3623005,3623047..3623175,3623309..3623406,3623456..3623644))			
20110324	-	2011-03-24	I	SPAC17G8.05	med20	CDS	added	join(2350327..2350340,2350383..2350471,2350541..2351019)			
20110324	-	2011-03-24	I	SPAC17G8.05	med20	CDS	removed	join(2350408..2350471,2350541..2351019)			
20110324	-	2011-03-24	I	SPAC17G8.09	shg1	CDS	added	join(2357361..2357468,2357576..2357697,2357763..2357931)			
20110324	-	2011-03-24	I	SPAC17G8.09	shg1	CDS	removed	join(2357361..2357456,2357576..2357697,2357763..2357931)			
20110324	-	2011-03-24	I	SPAC17G8.15	new1	CDS	added	join(2348008..2348088,2348209..2348322,2348425..2348451)			
20110324	-	2011-03-24	I	SPAC17G8.15	new1	CDS	removed	join(2348008..2348088,2348209..2348331)			
20110324	-	2011-03-24	I	SPAC1805.03c	trm13	CDS	added	complement(join(2775340..2776083,2776135..2776171,2776251..2776576))			
20110324	-	2011-03-24	I	SPAC1805.03c	trm13	CDS	removed	complement(join(2775340..2776083,2776135..2776171,2776251..2776598,2776787..2776881))			
20110324	-	2011-03-24	I	SPAC186.04c		CDS	added	complement(5538574..5539101)			
20110324	-	2011-03-24	I	SPAC186.04c		CDS	removed	complement(5538574..5539017)			
20110324	-	2011-03-24	I	SPAC18B11.03c		CDS	added	join(312182..312212,312274..313586)			
20110324	-	2011-03-24	I	SPAC18B11.03c		CDS	removed	312264..313586			
20110324	-	2011-03-24	I	SPAC18G6.04c	shm2	CDS	added	complement(join(2217187..2218569,2218716..2218799))			
20110324	-	2011-03-24	I	SPAC18G6.04c	shm2	CDS	removed	complement(2217187..2218605)			
20110324	-	2011-03-24	I	SPAC1952.04c		CDS	added	complement(join(4972426..4972662,4972852..4972922,4973017..4973030,4973244..4973335))			
20110324	-	2011-03-24	I	SPAC1952.04c		CDS	removed	complement(join(4972134..4972225,4972353..4972369,4972430..4972662,4972852..4972986))			
20110324	-	2011-03-24	I	SPAC1952.14c	mrpl25	CDS	added	complement(join(4993896..4993934,4994046..4994444))			
20110324	-	2011-03-24	I	SPAC1952.14c	mrpl25	CDS	removed	complement(4993998..4994444)			
20110324	-	2011-03-24	I	SPAC1952.16	rga9	CDS	added	join(4997617..4997719,4997775..4997935,4997988..4998734,4998777..4999017,4999068..4999154,4999207..4999233,4999274..4999672,4999708..4999955)			
20110324	-	2011-03-24	I	SPAC1952.16	rga9	CDS	removed	join(4997617..4997719,4997775..4997935,4997988..4999017,4999068..4999154,4999207..4999233,4999274..4999672,4999708..4999955)			
20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	added	complement(join(2480147..2481645,2481978..2482110))			
20110324	-	2011-03-24	I	SPAC19A8.04	erg5	CDS	removed	complement(join(2480147..2481645,2481978..2482104))			
20110324	-	2011-03-24	I	SPAC19G12.07c	rsd1	CDS	added	complement(join(4053810..4054068,4054110..4054184,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))			
20110324	-	2011-03-24	I	SPAC19G12.07c	rsd1	CDS	removed	complement(join(4053810..4054068,4054110..4054187,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))			
20110324	-	2011-03-24	I	SPAC19G12.17	new10	CDS	added	complement(join(4066258..4066328,4066387..4066491,4066623..4066652,4066728..4066785,4066837..4066858,4066943..4066971))			
20110324	-	2011-03-24	I	SPAC19G12.17	new10	CDS	removed	complement(join(4066258..4066328,4066387..4066491,4066623..4066652,4066728..4066785,4066837..4066858,4066903..4066940))			
20110324	-	2011-03-24	I	SPAC1A6.03c		CDS	added	complement(join(1070061..1070138,1070205..1072127))			
20110324	-	2011-03-24	I	SPAC1A6.03c		CDS	removed	complement(join(1070061..1070138,1070205..1072013))			
20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	added	complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))			
20110324	-	2011-03-24	I	SPAC1B1.04c		CDS	removed	complement(join(3544813..3544920,3544971..3545250,3545315..3546741))			
20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	added	complement(join(4931313..4931351,4931503..4932927,4933016..4933510))			
20110324	-	2011-03-24	I	SPAC1B3.04c		CDS	removed	complement(join(4931482..4932927,4933016..4933510))			
20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	added	join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)			
20110324	-	2011-03-24	I	SPAC1B3.05	not3	CDS	removed	join(4934801..4935025,4935082..4936749)			
