Date	Systematic ID	Primary name	Before / After change	Coordinates	Comment	Reference
2011-03-24	SPAC17A2.08c		before	I:complement(3568267..3569079)		
2011-03-24	SPAC17A5.07c	ulp2	after	I:complement(join(1764336..1764792,1764877..1765113,1765168..1765272,1765342..1766188,1766337..1766530,1766589..1766644,1766691..1766711))		
2011-03-24	SPAC17A5.07c	ulp2	before	I:complement(join(1764336..1764792,1764877..1765113,1765168..1765272,1765342..1766188,1766337..1766644,1766691..1766695))		
2011-03-24	SPAC17D4.04		after	I:join(4729751..4729783,4729834..4729880,4729920..4730042,4730088..4731893,4731938..4731995)		
2011-03-24	SPAC17D4.04		before	I:join(4729888..4730042,4730088..4731897)		
2011-03-24	SPAC17G6.15c		after	I:complement(join(3619344..3619703,3619808..3620143,3620184..3620257,3620371..3620480,3620529..3620554,3620595..3620657))		
2011-03-24	SPAC17G6.15c		before	I:complement(join(3619344..3619703,3619808..3620143,3620184..3620257,3620371..3620480,3620529..3620626))		
2011-03-24	SPAC17G6.16c	ysh1	after	I:complement(join(3621007..3621470,3621514..3622060,3622105..3623005,3623047..3623175,3623309..3623406,3623456..3623542,3623597..3623644))		
2011-03-24	SPAC17G6.16c	ysh1	before	I:complement(join(3621007..3621470,3621514..3622060,3622105..3623005,3623047..3623175,3623309..3623406,3623456..3623644))		
2011-03-24	SPAC17G8.05	med20	after	I:join(2350327..2350340,2350383..2350471,2350541..2351019)		
2011-03-24	SPAC17G8.05	med20	before	I:join(2350408..2350471,2350541..2351019)		
2011-03-24	SPAC17G8.09	shg1	after	I:join(2357361..2357468,2357576..2357697,2357763..2357931)		
2011-03-24	SPAC17G8.09	shg1	before	I:join(2357361..2357456,2357576..2357697,2357763..2357931)		
2011-03-24	SPAC17G8.15	new1	after	I:join(2348008..2348088,2348209..2348322,2348425..2348451)		
2011-03-24	SPAC17G8.15	new1	before	I:join(2348008..2348088,2348209..2348331)		
2011-03-24	SPAC1805.03c	trm13	after	I:complement(join(2775340..2776083,2776135..2776171,2776251..2776576))		
2011-03-24	SPAC1805.03c	trm13	before	I:complement(join(2775340..2776083,2776135..2776171,2776251..2776598,2776787..2776881))		
2011-03-24	SPAC186.04c		after	I:complement(5538574..5539101)		
2011-03-24	SPAC186.04c		before	I:complement(5538574..5539017)		
2011-03-24	SPAC18B11.03c		after	I:join(312182..312212,312274..313586)		
2011-03-24	SPAC18B11.03c		before	I:312264..313586		
2011-03-24	SPAC18G6.04c	shm2	after	I:complement(join(2217187..2218569,2218716..2218799))		
2011-03-24	SPAC18G6.04c	shm2	before	I:complement(2217187..2218605)		
2011-03-24	SPAC1952.04c		after	I:complement(join(4972426..4972662,4972852..4972922,4973017..4973030,4973244..4973335))		
2011-03-24	SPAC1952.04c		before	I:complement(join(4972134..4972225,4972353..4972369,4972430..4972662,4972852..4972986))		
2011-03-24	SPAC1952.14c	mrpl25	after	I:complement(join(4993896..4993934,4994046..4994444))		
2011-03-24	SPAC1952.14c	mrpl25	before	I:complement(4993998..4994444)		
2011-03-24	SPAC1952.16	rga9	after	I:join(4997617..4997719,4997775..4997935,4997988..4998734,4998777..4999017,4999068..4999154,4999207..4999233,4999274..4999672,4999708..4999955)		
2011-03-24	SPAC1952.16	rga9	before	I:join(4997617..4997719,4997775..4997935,4997988..4999017,4999068..4999154,4999207..4999233,4999274..4999672,4999708..4999955)		
2011-03-24	SPAC19A8.04	erg5	after	I:complement(join(2480147..2481645,2481978..2482110))		
2011-03-24	SPAC19A8.04	erg5	before	I:complement(join(2480147..2481645,2481978..2482104))		
2011-03-24	SPAC19G12.07c	rsd1	after	I:complement(join(4053810..4054068,4054110..4054184,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))		
2011-03-24	SPAC19G12.07c	rsd1	before	I:complement(join(4053810..4054068,4054110..4054187,4054234..4054554,4054627..4054800,4054848..4054985,4055082..4055872,4055964..4056017))		
2011-03-24	SPAC19G12.17	new10	after	I:complement(join(4066258..4066328,4066387..4066491,4066623..4066652,4066728..4066785,4066837..4066858,4066943..4066971))		
2011-03-24	SPAC19G12.17	new10	before	I:complement(join(4066258..4066328,4066387..4066491,4066623..4066652,4066728..4066785,4066837..4066858,4066903..4066940))		
2011-03-24	SPAC1A6.03c		after	I:complement(join(1070061..1070138,1070205..1072127))		
2011-03-24	SPAC1A6.03c		before	I:complement(join(1070061..1070138,1070205..1072013))		
2011-03-24	SPAC1B1.04c		after	I:complement(join(3544727..3544801,3544849..3544920,3544971..3545250,3545315..3545861,3545919..3546701,3546740..3546914,3547052..3547152,3547267..3547279))		
2011-03-24	SPAC1B1.04c		before	I:complement(join(3544813..3544920,3544971..3545250,3545315..3546741))		
2011-03-24	SPAC1B3.04c		after	I:complement(join(4931313..4931351,4931503..4932927,4933016..4933510))		
2011-03-24	SPAC1B3.04c		before	I:complement(join(4931482..4932927,4933016..4933510))		
2011-03-24	SPAC1B3.05	not3	after	I:join(4934663..4934684,4934731..4934768,4934831..4935025,4935082..4936749)		
2011-03-24	SPAC1B3.05	not3	before	I:join(4934801..4935025,4935082..4936749)		
2011-03-24	SPAC1B3.13		after	I:join(4951432..4951565,4951737..4954023)		
2011-03-24	SPAC1B3.13		before	I:join(4951450..4951565,4951737..4954023)		
2011-03-24	SPAC1D4.01		after	I:639411..640175		
2011-03-24	SPAC1D4.01		before	I:639318..640175		
2011-03-24	SPAC20H4.05c		after	I:complement(join(2119362..2119570,2119614..2119789,2119838..2119915,2119975..2120052,2120096..2120119,2120163..2120284))		
2011-03-24	SPAC20H4.05c		before	I:complement(join(2119362..2119570,2119614..2119792,2119838..2119915,2119975..2120052,2120163..2120284))		
2011-03-24	SPAC212.06c		after	I:join(18072..18306,18349..18557)		
2011-03-24	SPAC212.06c		before	I:join(18042..18306,18349..18557)		
2011-03-24	SPAC212.12		after	I:15855..16226		
2011-03-24	SPAC212.12		before	I:15993..16226		
2011-03-24	SPAC222.16c	csn3	after	I:complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981076))		
2011-03-24	SPAC222.16c	csn3	before	I:complement(join(979679..980026,980093..980239,980289..980378,980434..980532,980628..980774,980846..980898,980944..981064))		
2011-03-24	SPAC227.11c		after	I:complement(join(514552..515082,515222..515482,515534..515674))		
2011-03-24	SPAC227.11c		before	I:complement(join(514552..515082,515222..515482,515534..515659))		
2011-03-24	SPAC22A12.13	mug84	after	I:1180254..1180841		
2011-03-24	SPAC22A12.13	mug84	before	I:1180479..1180841		
2011-03-24	SPAC22E12.17c	glo3	after	I:complement(join(5053107..5054373,5054436..5054554,5054608..5054673))		
2011-03-24	SPAC22E12.17c	glo3	before	I:complement(join(5053107..5054382,5054436..5054554,5054608..5054673))		
2011-03-24	SPAC22F3.11c	snu23	after	I:join(682874..683034,683102..683109,683160..683446)	gene structure updated	PMID:21511999
2011-03-24	SPAC22F3.11c	snu23	before	I:join(682874..682994,682996..683109,683160..683446)	gene structure updated	PMID:21511999
2011-03-24	SPAC22G7.07c		after	I:complement(747143..748402)		
2011-03-24	SPAC22G7.07c		before	I:complement(747143..748384)		
2011-03-24	SPAC22H10.02		after	I:join(2371752..2371809,2371877..2371965,2372103..2372372)		
2011-03-24	SPAC22H10.02		before	I:join(2371692..2371809,2371877..2371965,2372103..2372372)		
2011-03-24	SPAC22H10.03c	kap114	after	I:complement(join(2373144..2373263,2373303..2373376,2373413..2373583,2373626..2373744,2373792..2373961,2374002..2376223,2376280..2376385))		
2011-03-24	SPAC22H10.03c	kap114	before	I:complement(join(2373144..2373263,2373303..2373355,2373413..2373583,2373626..2373744,2373792..2373961,2374002..2376223,2376280..2376385))		
2011-03-24	SPAC23A1.18c	mrp51	after	I:complement(4112685..4113596)		
2011-03-24	SPAC23A1.18c	mrp51	before	I:complement(4112685..4113560)		
2011-03-24	SPAC23C11.04c	pnk1	after	I:complement(join(2138064..2138210,2138267..2138409,2138449..2138844,2138898..2139438))		
2011-03-24	SPAC23C11.04c	pnk1	before	I:complement(join(2138064..2138210,2138267..2138844,2138898..2139438))		
2011-03-24	SPAC23C4.17		after	I:join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060670,1060709..1060745)		
2011-03-24	SPAC23C4.17		before	I:join(1058395..1058415,1058465..1058514,1058623..1059777,1059838..1060104,1060143..1060674)		
2011-03-24	SPAC23D3.09	arp42	after	I:complement(join(4353826..4355096,4355173..4355176))		
2011-03-24	SPAC23D3.09	arp42	before	I:complement(4353826..4355118)		
2011-03-24	SPAC23D3.16		after	I:join(4365700..4365734,4365789..4365844,4366009..4366163)		
2011-03-24	SPAC23D3.16		before	I:join(4365700..4365734,4365789..4365852)		
2011-03-24	SPAC23D3.17		after	I:complement(join(4366509..4366563,4366611..4366693,4366770..4366868))		
2011-03-24	SPAC23D3.17		before	I:complement(join(4366509..4366563,4366611..4366753))		
2011-03-24	SPAC23H4.17c	srb10	after	I:join(1576854..1577836,1577902..1578028)		
2011-03-24	SPAC23H4.17c	srb10	before	I:1576854..1577912		
2011-03-24	SPAC24C9.06c		after	I:complement(join(3048409..3050745,3051375..3051407))		
2011-03-24	SPAC24C9.06c		before	I:complement(3048409..3050745)		
2011-03-24	SPAC24C9.09		after	I:3063767..3065191		
2011-03-24	SPAC24C9.09		before	I:3063770..3065191		
2011-03-24	SPAC25B8.06c		after	I:complement(join(4164278..4164599,4164657..4165774))		
2011-03-24	SPAC25B8.06c		before	I:complement(join(4164278..4164599,4164657..4165699))		
2011-03-24	SPAC26F1.14c	aif1	after	I:5146165..5148000		
2011-03-24	SPAC26F1.14c	aif1	before	I:5146273..5148000		
2011-03-24	SPAC26H5.12	rpo41	after	I:4147739..4151203		
2011-03-24	SPAC26H5.12	rpo41	before	I:4147841..4151203		
2011-03-24	SPAC29B12.08		after	I:join(5428407..5428522,5429119..5431072)		
2011-03-24	SPAC29B12.08		before	I:join(5429038..5429045,5429119..5431072)		
2011-03-24	SPAC29B12.14c		after	I:complement(5439849..5441621)		
2011-03-24	SPAC29B12.14c		before	I:complement(5439849..5441594)		
2011-03-24	SPAC2C4.06c		after	I:complement(join(4269367..4270554,4270616..4270674,4270736..4270871))		
2011-03-24	SPAC2C4.06c		before	I:complement(join(4269367..4270554,4270631..4270674,4270736..4270871))		
2011-03-24	SPAC2C4.12c		after	I:complement(4279873..4280970)		
2011-03-24	SPAC2C4.12c		before	I:complement(4279873..4280958)		
2011-03-24	SPAC2F3.13c		after	I:complement(join(3947930..3948241,3948283..3948358,3948407..3948493,3948538..3948690,3948735..3949046,3949094..3949921,3949997..3950178))		
2011-03-24	SPAC2F3.13c		before	I:complement(join(3949057..3949921,3949997..3950178))		
2011-03-24	SPAC2F3.18c		after	I:complement(join(3942299..3942364,3942506..3942669,3942775..3942802))		
2011-03-24	SPAC2F3.18c		before	I:complement(join(3942299..3942364,3942506..3942730))		
2011-03-24	SPAC2G11.09		after	I:join(823739..823784,823894..826229)		
2011-03-24	SPAC2G11.09		before	I:join(823755..823784,823869..826229)		
2011-03-24	SPAC31A2.05c	mis4	after	I:complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))		
2011-03-24	SPAC31A2.05c	mis4	before	I:complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396877))		
2011-03-24	SPAC31A2.15c	dcc1	after	I:complement(join(418475..418720,418759..419220,419268..419502,419602..419732))		
2011-03-24	SPAC31A2.15c	dcc1	before	I:complement(join(418537..419220,419268..419502,419602..419732))		
2011-03-24	SPAC31G5.15	psd3	after	I:join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)		
2011-03-24	SPAC31G5.15	psd3	before	I:join(3014466..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)		
2011-03-24	SPAC323.01c	pos5	after	I:complement(join(3907586..3908550,3908600..3908795))		
2011-03-24	SPAC323.01c	pos5	before	I:complement(join(3907586..3908550,3908675..3908795))		
2011-03-24	SPAC323.06c	uba5	after	I:complement(join(3915615..3915698,3915746..3915821,3915865..3916072,3916108..3916298,3916340..3916527,3916569..3916873,3916913..3917102,3917140..3917303,3917347..3917459,3917497..3917531))		
2011-03-24	SPAC323.06c	uba5	before	I:complement(join(3915615..3915698,3915746..3915821,3915865..3916021,3916108..3916298,3916340..3916527,3916569..3916873,3916913..3917102,3917140..3917303,3917347..3917459,3917497..3917531))		
2011-03-24	SPAC328.05		after	I:join(3484678..3484698,3484736..3485065,3485241..3485342,3485382..3485483,3485582..3485974,3486056..3486502)		
2011-03-24	SPAC328.05		before	I:join(3484695..3484698,3484752..3485065,3485241..3485342,3485382..3485528,3485582..3485974,3486056..3486502)		
2011-03-24	SPAC343.08c	mrp17	after	I:complement(join(1653288..1653306,1653356..1653606,1653724..1653789))		
2011-03-24	SPAC343.08c	mrp17	before	I:complement(join(1653288..1653306,1653356..1653606,1653724..1653783))		
2011-03-24	SPAC3A11.03		after	I:join(3466834..3467475,3467608..3467835)		
2011-03-24	SPAC3A11.03		before	I:join(3466462..3466483,3466772..3467472,3467608..3467835)		
2011-03-24	SPAC3A11.04		after	I:complement(join(3465309..3465444,3465542..3466006,3466165..3466313))		
2011-03-24	SPAC3A11.04		before	I:complement(join(3465309..3465444,3465542..3466006,3466165..3466274))		
2011-03-24	SPAC3C7.07c		after	I:complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))		
2011-03-24	SPAC3C7.07c		before	I:complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078550,2078695..2078730))		
2011-03-24	SPAC3F10.11c	abc2	after	I:complement(2837268..2841704)		
2011-03-24	SPAC3F10.11c	abc2	before	I:complement(2837268..2841659)		
2011-03-24	SPAC3G6.03c		after	I:complement(join(5383955..5384083,5384207..5384530,5384630..5384758,5385010..5385153))		
2011-03-24	SPAC3G6.03c		before	I:complement(join(5383955..5384083,5384207..5384530,5384630..5384758,5385010..5385138))		
2011-03-24	SPAC3H5.08c		after	I:join(3425966..3426104,3426211..3428390,3428428..3428910)		
2011-03-24	SPAC3H5.08c		before	I:join(3426306..3428390,3428428..3428910)		
2011-03-24	SPAC3H5.09c		after	I:3416722..3424821		
2011-03-24	SPAC3H5.09c		before	I:3416764..3424821		
2011-03-24	SPAC458.04c	dil1	after	I:complement(join(4737605..4738147,4738189..4738283,4738330..4738554,4738597..4738740,4738779..4738854))		
2011-03-24	SPAC458.04c	dil1	before	I:complement(join(4737605..4738147,4738189..4738283,4738330..4738740,4738779..4738854))		
2011-03-24	SPAC458.07	tfa1	after	I:join(4744584..4744690,4744733..4744828,4744870..4745011,4745140..4746099)		
2011-03-24	SPAC458.07	tfa1	before	I:join(4744584..4744828,4744870..4745011,4745140..4746099)		
2011-03-24	SPAC4A8.10		after	I:join(2564279..2564306,2564471..2566800)		
2011-03-24	SPAC4A8.10		before	I:2564629..2566800		
2011-03-24	SPAC4D7.02c		after	I:complement(join(5352606..5353425,5353557..5353672))		
2011-03-24	SPAC4D7.02c		before	I:complement(join(5352606..5353449,5353557..5353672))		
2011-03-24	SPAC4D7.07c		after	I:complement(5361908..5363713)		
2011-03-24	SPAC4D7.07c		before	I:complement(5361908..5363710)		
2011-03-24	SPAC4D7.09	tif223	after	I:join(5367548..5367696,5367821..5368091,5368218..5368659,5368701..5368843,5368915..5369286)		
2011-03-24	SPAC4D7.09	tif223	before	I:join(5367548..5367696,5367821..5368091,5368188..5368659,5368701..5368843,5368915..5369286)		
2011-03-24	SPAC4F8.06		after	I:complement(2668334..2668822)		
2011-03-24	SPAC4F8.06		before	I:complement(2668334..2668774)		
2011-03-24	SPAC4G9.20c		after	I:complement(join(2288689..2289546,2289948..2289986))		
2011-03-24	SPAC4G9.20c		before	I:complement(join(2288689..2289546,2289647..2289697))		
2011-03-24	SPAC4H3.06		after	I:join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)		
2011-03-24	SPAC4H3.06		before	I:join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)		
2011-03-24	SPAC4H3.07c		after	I:complement(join(3838713..3838770,3838837..3839056,3839106..3839157,3839282..3839380))		
2011-03-24	SPAC4H3.07c		before	I:complement(join(3838713..3838770,3838837..3839056,3839106..3839157,3839195..3839380))		
2011-03-24	SPAC57A10.04	mug10	after	I:join(1370179..1370394,1370458..1371276)		
2011-03-24	SPAC57A10.04	mug10	before	I:join(1370197..1370394,1370458..1371276)		
2011-03-24	SPAC630.14c	tup12	after	I:complement(join(374683..375830,376094..376446,376844..376931,376993..377200))		
2011-03-24	SPAC630.14c	tup12	before	I:complement(join(374683..375830,376094..376446,376844..376931,376993..377164))		
2011-03-24	SPAC631.02		after	I:2107940..2110123		
2011-03-24	SPAC631.02		before	I:join(2107470..2107515,2107860..2110123)		
2011-03-24	SPAC637.09		after	I:4555399..4557294		
2011-03-24	SPAC637.09		before	I:4555423..4557294		
2011-03-24	SPAC664.02c	arp8	after	I:complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))		
2011-03-24	SPAC664.02c	arp8	before	I:complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707080))		
2011-03-24	SPAC664.03		after	I:join(1708822..1708824,1708862..1710229)		
2011-03-24	SPAC664.03		before	I:join(1708822..1708824,1708859..1710229)		
2011-03-24	SPAC688.03c		after	I:complement(join(3114616..3114973,3115103..3115326))		
2011-03-24	SPAC688.03c		before	I:complement(join(3114616..3114973,3115103..3115317,3115401..3115442))		
2011-03-24	SPAC688.14	set13	after	I:join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)		
2011-03-24	SPAC688.14	set13	before	I:join(3141484..3141603,3141652..3142329,3142396..3142667,3142719..3143034)		
2011-03-24	SPAC6B12.07c		after	I:complement(2421791..2423203)		
2011-03-24	SPAC6B12.07c		before	I:complement(2421791..2423161)		
2011-03-24	SPAC6C3.04	cit1	after	I:join(2327861..2327862,2328647..2330096)		
2011-03-24	SPAC6C3.04	cit1	before	I:2328675..2330096		
2011-03-24	SPAC6G10.08	idp1	after	I:3231536..3232855		
2011-03-24	SPAC6G10.08	idp1	before	I:3231599..3232855		
2011-03-24	SPAC6G9.03c	mug183	after	I:complement(join(3246488..3246912,3246957..3247580,3247626..3247707))		
2011-03-24	SPAC6G9.03c	mug183	before	I:complement(join(3246488..3246912,3246957..3247590))		
2011-03-24	SPAC6G9.08	ubp6	after	I:3259701..3261107		
2011-03-24	SPAC6G9.08	ubp6	before	I:3259704..3261107		
2011-03-24	SPAC750.01		after	I:5555791..5556768		
2011-03-24	SPAC750.01		before	I:5555716..5556768		
2011-03-24	SPAC7D4.05		after	I:complement(join(2629373..2629819,2629909..2629985,2630021..2630183))		
2011-03-24	SPAC7D4.05		before	I:complement(join(2629373..2629819,2629909..2629985,2630030..2630183))		
2011-03-24	SPAC806.04c		after	I:complement(join(241426..241537,241589..241709,241757..242815,242917..242941))		
2011-03-24	SPAC806.04c		before	I:complement(join(241426..241537,241589..241693,241735..242815,242917..242941))		
2011-03-24	SPAC806.06c		after	I:complement(245304..246410)		
2011-03-24	SPAC806.06c		before	I:complement(245304..246401)		
2011-03-24	SPAC806.08c	mod21	after	I:complement(join(248680..250549,250607..250770))		
2011-03-24	SPAC806.08c	mod21	before	I:complement(248680..250536)		
2011-03-24	SPAC821.07c	moc3	after	I:complement(991752..993278)		
2011-03-24	SPAC821.07c	moc3	before	I:complement(991752..993245)		
2011-03-24	SPAC823.09c		after	I:complement(join(2594633..2594734,2594792..2594913,2594966..2595693,2595734..2595819))		
2011-03-24	SPAC823.09c		before	I:complement(join(2594777..2594913,2594966..2595693,2595734..2595819))		
2011-03-24	SPAC869.11	cat1	after	I:complement(5489385..5491148)		
2011-03-24	SPAC869.11	cat1	before	I:complement(5489385..5491127)		
2011-03-24	SPAC8C9.11		after	I:join(3659132..3659191,3659271..3659420,3659527..3659571)		
2011-03-24	SPAC8C9.11		before	I:join(3659132..3659191,3659271..3659453)		
2011-03-24	SPAC9.12c	atp12	after	I:complement(join(1487131..1487237,1487287..1488055))		
2011-03-24	SPAC9.12c	atp12	before	I:complement(join(1487131..1487225,1487287..1488055))		
2011-03-24	SPAC959.05c		after	I:complement(join(3395685..3397327,3397383..3397638))		
2011-03-24	SPAC959.05c		before	I:complement(join(3395685..3397327,3397383..3397579,3397681..3397852,3398029..3398701))		
2011-03-24	SPAC959.09c	apc5	after	I:complement(join(3401279..3401424,3401471..3401771,3401818..3401913,3401961..3402087,3402138..3402905,3402956..3403049,3403136..3403195,3403240..3403576,3403625..3403729,3403791..3403991))		
2011-03-24	SPAC959.09c	apc5	before	I:complement(join(3401279..3401424,3401471..3401771,3401818..3401913,3401961..3402087,3402138..3402905,3402956..3403049,3403136..3403195,3403240..3403576,3403625..3403729,3403791..3403970))		
2011-03-24	SPAC977.04		after	I:34349..34816		
2011-03-24	SPAC977.04		before	I:34298..34816		
2011-03-24	SPACUNK4.17		after	I:complement(2873032..2874252)		
2011-03-24	SPACUNK4.17		before	I:complement(2873032..2874249)		
2011-03-24	SPAP27G11.05c	vps41	after	I:complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))		
2011-03-24	SPAP27G11.05c	vps41	before	I:complement(join(1615930..1618127,1618191..1618349,1618391..1618532,1618583..1618744))		
2011-03-24	SPAPB17E12.06		after	I:join(1276673..1276846,1276937..1276986,1277041..1277108,1277169..1277270,1277313..1277419,1277458..1277751)		
2011-03-24	SPAPB17E12.06		before	I:join(1276673..1276850,1276937..1277021,1277023..1277108,1277169..1277270,1277313..1277419,1277458..1277751)		
2011-03-24	SPAPB18E9.02c	ppk18	after	I:complement(join(3976370..3980195,3980559..3980689))		
2011-03-24	SPAPB18E9.02c	ppk18	before	I:complement(join(3976370..3980189,3980559..3980689))		
2011-03-24	SPAPB1A10.05		after	I:1867135..1868019		
2011-03-24	SPAPB1A10.05		before	I:1867162..1868019		
2011-03-24	SPAPB1A10.08		after	I:join(1876259..1876886,1876959..1877581)		
2011-03-24	SPAPB1A10.08		before	I:join(1876271..1876886,1876959..1877581)		
2011-03-24	SPAPB1A10.15	arv1	after	I:join(1892554..1892640,1892926..1893060,1893116..1893694)		
2011-03-24	SPAPB1A10.15	arv1	before	I:join(1892554..1892640,1892926..1893060,1893098..1893694)		
2011-03-24	SPAPB1E7.06c	eme1	after	I:complement(join(3297520..3299548,3299633..3299724,3299781..3299867))		
2011-03-24	SPAPB1E7.06c	eme1	before	I:complement(join(3297520..3299548,3299633..3299724,3299772..3299867))		
2011-03-24	SPAPB24D3.03		after	I:2952416..2953642		
2011-03-24	SPAPB24D3.03		before	I:2952485..2953642		
2011-03-24	SPAPYUG7.03c	mid2	after	I:complement(4749139..4751259)		
2011-03-24	SPAPYUG7.03c	mid2	before	I:complement(4749139..4751253)		
2011-03-24	SPBC106.04	ada1	after	II:join(380390..380560,380624..382948)		
2011-03-24	SPBC106.04	ada1	before	II:join(380228..380265,380383..380560,380624..382948)		
2011-03-24	SPBC106.15	idi1	after	II:join(406868..406991,407056..407394,407451..407677)		
2011-03-24	SPBC106.15	idi1	before	II:join(406874..406991,407056..407394,407451..407677)		
2011-03-24	SPBC1198.07c		after	II:complement(join(185289..186535,186594..186675))		
2011-03-24	SPBC1198.07c		before	II:complement(join(185289..186535,186594..186870))		
2011-03-24	SPBC1198.08		after	II:join(187424..187455,187581..188979)		
2011-03-24	SPBC1198.08		before	II:join(187430..187455,187581..188979)		
2011-03-24	SPBC11B10.01	alg2	after	II:join(1486152..1486236,1486284..1486400,1486472..1486925,1487074..1487938)		
2011-03-24	SPBC11B10.01	alg2	before	II:join(1486152..1486236,1486284..1486400,1486472..1486925,1487059..1487938)		
2011-03-24	SPBC11B10.10c	pht1	after	II:complement(1502642..1503157)		
2011-03-24	SPBC11B10.10c	pht1	before	II:complement(1502642..1503064)		
2011-03-24	SPBC11C11.01		after	II:join(3344613..3344676,3344730..3344788,3344833..3344915,3344958..3345058,3345098..3345531,3345579..3345757,3345808..3346288)		
2011-03-24	SPBC11C11.01		before	II:join(3344613..3344676,3344730..3344788,3344833..3345531,3345579..3345757,3345808..3346288)		
2011-03-24	SPBC11C11.04c	alp1	after	II:complement(join(3353145..3353508,3353551..3353768,3353815..3353944,3353993..3354375,3354415..3355401,3355446..3356534,3356579..3356725))		
2011-03-24	SPBC11C11.04c	alp1	before	II:complement(join(3353145..3353508,3353551..3353768,3353815..3353950,3353993..3354375,3354415..3355401,3355446..3356534,3356579..3356725))		
2011-03-24	SPBC1289.12	usp109	after	II:join(4405971..4405987,4406027..4407107)		
2011-03-24	SPBC1289.12	usp109	before	II:4406049..4407107		
2011-03-24	SPBC12D12.07c	trx2	after	II:complement(join(2317984..2318251,2318334..2318467))		
2011-03-24	SPBC12D12.07c	trx2	before	II:complement(join(2317984..2318251,2318334..2318431))		
2011-03-24	SPBC1347.05c		after	II:complement(join(4069285..4069334,4069390..4070366,4070422..4070510,4070585..4070665))		
2011-03-24	SPBC1347.05c		before	II:complement(join(4069285..4069334,4069390..4070366,4070422..4070540))		
2011-03-24	SPBC1347.07	rex2	after	II:join(4073591..4073765,4073871..4073951,4074033..4074118,4074238..4074303,4074366..4074716)		
2011-03-24	SPBC1347.07	rex2	before	II:join(4073912..4073951,4074033..4074118,4074238..4074303,4074366..4074716)		
2011-03-24	SPBC13E7.04	atp16	after	II:3046852..3047355		
2011-03-24	SPBC13E7.04	atp16	before	II:3046873..3047355		
2011-03-24	SPBC13E7.10c	brf1	after	II:complement(join(3056760..3058060,3058218..3058330,3058392..3058456))		
2011-03-24	SPBC13E7.10c	brf1	before	II:complement(join(3056760..3058060,3058218..3058330,3058392..3058474,3058584..3058589))		
2011-03-24	SPBC13G1.04c		after	II:complement(join(3732806..3732930,3732994..3733777))		
2011-03-24	SPBC13G1.04c		before	II:complement(join(3732806..3732930,3732994..3733762))		
2011-03-24	SPBC13G1.12	did2	after	II:join(3752361..3752376,3752417..3752436,3752477..3752554,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)		
2011-03-24	SPBC13G1.12	did2	before	II:join(3752588..3752635,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)		
2011-03-24	SPBC146.11c	mug97	after	II:complement(1020296..1021333)		
2011-03-24	SPBC146.11c	mug97	before	II:complement(1020296..1021303)		
2011-03-24	SPBC146.12	coq6	after	II:1022416..1023855		
2011-03-24	SPBC146.12	coq6	before	II:1022455..1023855		
2011-03-24	SPBC14C8.11c		after	II:complement(2222650..2223129)		
2011-03-24	SPBC14C8.11c		before	II:complement(2222650..2223060)		
2011-03-24	SPBC15C4.02		after	II:join(2238826..2239248,2239362..2240344,2240437..2240704)		
2011-03-24	SPBC15C4.02		before	II:join(2238671..2238895,2238940..2239248,2239362..2240344,2240437..2240704)		
2011-03-24	SPBC15D4.02		after	II:3012934..3014577		
2011-03-24	SPBC15D4.02		before	II:3013318..3014577		
2011-03-24	SPBC1604.04		after	II:complement(join(3924320..3924389,3924483..3925172,3925219..3925310))		
2011-03-24	SPBC1604.04		before	II:complement(join(3924320..3925172,3925219..3925310))		
2011-03-24	SPBC1652.01		after	II:4253265..4254440		
2011-03-24	SPBC1652.01		before	II:4253280..4254440		
2011-03-24	SPBC1685.16	vma9	after	II:join(501305..501396,501685..501735,501802..501862)		
2011-03-24	SPBC1685.16	vma9	before	II:join(501695..501735,501802..501862)		
2011-03-24	SPBC16C6.03c		after	II:complement(join(4332356..4332454,4332541..4332687,4332746..4333123))		
